46,shroom warm,periodic warming of chamber,f,shroom1_heat,f,240000,60000,2017-04-09 15:09:16.188411,2017-04-04 18:58:08.108403,2017-04-09 15:09:16.18861
1,buzzer,dutycycle test case,f,buzzer,f,1000,60000,2017-04-06 01:40:04.008507,2016-03-26 21:24:10.036948,2017-04-06 01:40:04.008857
44,shroom fresh air,periodic infusion of fresh air,f,shroom1_fresh_air,t,300000,300000,2017-04-10 19:54:24.772499,2017-04-04 18:19:50.182741,2017-04-10 19:54:24.772725
3,basement circulation,basement circulation fan,f,basement_fan,f,900000,60000,2017-04-13 18:53:10.614922,2016-03-26 21:24:10.07492,2017-04-13 18:53:10.615121
38,reefmix rodi slow,periodic fill reefmix with rodi water,f,reefmix_rodi_valve,f,900000,300000,2017-10-27 12:13:49.052143,2017-02-11 22:08:53.75116,2017-11-11 23:06:01.305635
48,reefmix rodi fast,fill reefmix quickly,f,reefmix_rodi_valve,f,3600000,120000,2017-10-27 10:06:02.246619,2017-04-06 19:16:00.592777,2017-11-11 23:08:01.339326
49,am2315 reset,periodically reset power to am2315,t,am2315_pwr,f,1000,3600000,2017-11-12 04:26:37.278472,2017-04-06 21:06:04.940061,2017-11-12 04:26:37.278551
